map_id,player,team,agent,kills,deaths,assists,acs,adr,hs_percent,kd_ratio,source
660380_2,EthanNRG,team_b,KAY/O,17611,1349,1037,247145308.0,0.0,0.0,13.054855448480357,vlr
660380_2,brawkNRG,team_b,Sova,16313,1028,1165,276324249.0,0.0,0.0,15.868677042801556,vlr
660380_2,madaNRG,team_b,Harbor,1138,1147,826,208297158.0,0.0,0.0,0.992153443766347,vlr
660380_2,skubaNRG,team_b,Viper,20911,1239,413,153106181.0,0.0,0.0,16.8773204196933,vlr
660380_3,valynG2,,Astra,19514,1055,743,272183332.0,0.0,0.0,18.496682464454977,vlr
660380_3,jawgemoG2,,Neon,20911,1165,752,254309218.0,0.0,0.0,17.949356223175965,vlr
660380_3,BABYBAYG2,,Vyse,1789,1349,835,229263207.0,0.0,0.0,1.3261675315048185,vlr
660380_3,leafG2,,Phoenix,1486,1569,1165,190282130.0,0.0,0.0,0.947100063734863,vlr
660380_3,trentG2,,Fade,817,1156,927,12968171.0,0.0,0.0,0.7067474048442907,vlr
660380_3,brawkNRG,team_b,Sova,1688,1486,633,259196354.0,0.0,0.0,1.135935397039031,vlr
660380_3,keikoNRG,team_b,Killjoy,1376,15105,440,171154197.0,0.0,0.0,0.0910956636875206,vlr
660380_3,madaNRG,team_b,Neon,1587,17107,321,180160210.0,0.0,0.0,0.0927690419126673,vlr
