map_id,team,agent_1,agent_2,agent_3,agent_4,agent_5,source
668489_2,PEEK,Sova,Phoenix,Cypher,Neon,Omen,vlr
681908_2,FURIA Academy,Neon,Omen,Fade,Vyse,Viper,vlr
681910_2,ABACATUDOS,Omen,Sova,Phoenix,Cypher,Jett,vlr
681916_0,ABACATUDOS,Harbor,Sova,Jett,Omen,Iso,vlr
681916_2,ABACATUDOS,Omen,Viper,Raze,Fade,Vyse,vlr
681917_2,MIBR Academy,Viper,Omen,Skye,Killjoy,Jett,vlr
681920_0,INTZ,Fade,Omen,Vyse,Raze,Viper,vlr
681920_2,INTZ,Sova,Phoenix,Omen,Jett,Cypher,vlr
681920_3,INTZ,Raze,Skye,Omen,Viper,Jett,vlr
681918_0,TEAM EGO,Phoenix,Chamber,Neon,Astra,Fade,vlr
681918_2,TEAM EGO,Phoenix,Cypher,Fade,Neon,Astra,vlr
681918_3,TEAM EGO,Vyse,Neon,Omen,Phoenix,Fade,vlr
681919_0,Team Liquid Brazil,KAY/O,Harbor,Jett,Sova,Viper,vlr
681919_2,Team Liquid Brazil,Sova,Killjoy,Jett,Omen,KAY/O,vlr
681917_2,MIBR Academy,Viper,Omen,Skye,Killjoy,Jett,vlr
681293_0,Leosun Esports,Sova,Omen,Jett,Phoenix,Cypher,vlr
681293_2,Leosun Esports,Chamber,Phoenix,Jett,Fade,Brimstone,vlr
681294_2,S8UL Esports,Phoenix,Sova,Jett,Omen,Cypher,vlr
681295_0,No Salary Peek,Vyse,Viper,Fade,Neon,Omen,vlr
681295_3,No Salary Peek,Viper,Raze,Deadlock,Skye,Omen,vlr
681296_0,Xtreme Scrims,Omen,Sova,Cypher,Breach,Jett,vlr
681296_3,Xtreme Scrims,Vyse,Viper,Raze,Omen,Skye,vlr
681297_0,No Salary Peek,Omen,Viper,Deadlock,Fade,Neon,vlr
681297_2,No Salary Peek,Deadlock,Omen,Viper,Raze,Skye,vlr
681298_2,S8UL Esports,Omen,Fade,Viper,Vyse,Raze,vlr
681298_3,S8UL Esports,Viper,Omen,Jett,Raze,Skye,vlr
681300_0,Leosun Esports,Skye,Fade,Jett,Vyse,Astra,vlr
681300_2,Leosun Esports,Fade,Raze,Chamber,Omen,Reyna,vlr
681301_2,Xtreme Scrims,Raze,Cypher,Brimstone,Breach,Fade,vlr
681301_3,Xtreme Scrims,Cypher,Phoenix,Jett,Astra,Fade,vlr
681302_0,The Rad Syndicate,Cypher,Omen,Reyna,Sova,Jett,vlr
681302_2,The Rad Syndicate,Chamber,Astra,KAY/O,Sova,Jett,vlr
681302_3,The Rad Syndicate,Jett,Sova,Omen,Cypher,Phoenix,vlr
681303_0,No Salary Peek,Phoenix,Killjoy,Astra,Neon,Fade,vlr
681304_2,S8UL Esports,Sova,Omen,Phoenix,Cypher,Jett,vlr
681305_0,Asterisk,Sova,Chamber,Jett,Vyse,Omen,vlr
681306_0,The Rad Syndicate,Neon,Raze,Fade,Vyse,Omen,vlr
681306_2,The Rad Syndicate,Phoenix,Omen,Jett,Cypher,Sova,vlr
681306_3,The Rad Syndicate,Sova,Cypher,Jett,KAY/O,Omen,vlr
681307_0,Xtreme Scrims,Omen,Jett,Cypher,Breach,Sova,vlr
681308_0,Xtreme Scrims,Sova,Yoru,Cypher,Deadlock,Omen,vlr
681308_2,Xtreme Scrims,Jett,Cypher,Astra,Phoenix,Fade,vlr
681309_0,No Salary Peek,Deadlock,Viper,Omen,Neon,Fade,vlr
681309_2,No Salary Peek,Neon,Harbor,Sova,Chamber,Viper,vlr
681310_0,Leosun Esports,Raze,Omen,Iso,Vyse,Fade,vlr
681310_2,Leosun Esports,Omen,Sova,Killjoy,KAY/O,Jett,vlr
681311_0,Asterisk,Sova,Clove,Breach,Jett,Cypher,vlr
681311_2,Asterisk,Clove,Jett,KAY/O,Sova,Cypher,vlr
681311_0,Asterisk,Sova,Clove,Breach,Jett,Cypher,vlr
681311_2,Asterisk,Clove,Jett,KAY/O,Sova,Cypher,vlr
681310_0,Leosun Esports,Raze,Omen,Iso,Vyse,Fade,vlr
681310_2,Leosun Esports,Omen,Sova,Killjoy,KAY/O,Jett,vlr
681309_0,No Salary Peek,Deadlock,Viper,Omen,Neon,Fade,vlr
681309_2,No Salary Peek,Neon,Harbor,Sova,Chamber,Viper,vlr
681308_0,Xtreme Scrims,Sova,Yoru,Cypher,Deadlock,Omen,vlr
681308_2,Xtreme Scrims,Jett,Cypher,Astra,Phoenix,Fade,vlr
681307_0,Xtreme Scrims,Omen,Jett,Cypher,Breach,Sova,vlr
686244_0,Nidaros Esport,Fade,Phoenix,Cypher,Jett,Astra,vlr
686244_2,Nidaros Esport,Jett,Omen,Deadlock,Sova,Cypher,vlr
686244_3,Nidaros Esport,Astra,Killjoy,Viper,Jett,Sova,vlr
686245_0,NTNUI UNTN,Chamber,Viper,Jett,Sova,Harbor,vlr
686245_2,NTNUI UNTN,Vyse,Viper,Jett,Sova,Omen,vlr
686246_2,THY KINGDOM COME,Omen,Killjoy,Phoenix,Sova,Jett,vlr
686247_0,THY KINGDOM COME,Sova,Jett,Viper,Chamber,Astra,vlr
686247_2,THY KINGDOM COME,Omen,Sova,Iso,Jett,Chamber,vlr
686247_3,THY KINGDOM COME,Killjoy,Astra,Jett,Iso,Fade,vlr
686247_0,THY KINGDOM COME,Sova,Jett,Viper,Chamber,Astra,vlr
686247_2,THY KINGDOM COME,Omen,Sova,Iso,Jett,Chamber,vlr
686247_3,THY KINGDOM COME,Killjoy,Astra,Jett,Iso,Fade,vlr
686244_0,Nidaros Esport,Fade,Phoenix,Cypher,Jett,Astra,vlr
686244_2,Nidaros Esport,Jett,Omen,Deadlock,Sova,Cypher,vlr
686244_3,Nidaros Esport,Astra,Killjoy,Viper,Jett,Sova,vlr
686245_0,NTNUI UNTN,Chamber,Viper,Jett,Sova,Harbor,vlr
686245_2,NTNUI UNTN,Vyse,Viper,Jett,Sova,Omen,vlr
686246_2,THY KINGDOM COME,Omen,Killjoy,Phoenix,Sova,Jett,vlr
656838_2,San Jose State University,Phoenix,Omen,Killjoy,Neon,Sova,vlr
656839_0,UCSD Gold,Jett,Chamber,Omen,Sova,Neon,vlr
656839_2,UCSD Gold,Neon,Iso,Viper,Omen,Skye,vlr
656840_0,Ball State,Sage,Omen,Iso,Sova,Neon,vlr
656840_2,Ball State,Fade,Neon,Iso,Killjoy,Astra,vlr
656841_0,Rutgers University,Neon,Omen,Killjoy,Sova,Phoenix,vlr
656841_2,Rutgers University,Yoru,Viper,Fade,Raze,Clove,vlr
656841_3,Rutgers University,Phoenix,Clove,Viper,Sova,Neon,vlr
656843_2,Northwood University,Neon,Fade,Vyse,Omen,Iso,vlr
656844_2,Baker College,Viper,Sova,Killjoy,Neon,Omen,vlr
656845_0,Cumberland Phoenix,Neon,Viper,Fade,Omen,Raze,vlr
656846_0,UST Esports,Killjoy,Viper,Sova,Omen,Jett,vlr
656846_2,UST Esports,Chamber,Viper,Omen,Skye,Neon,vlr
656847_0,Rutgers University,Sova,Phoenix,Astra,Vyse,Neon,vlr
656847_2,Rutgers University,Viper,Sova,Phoenix,Jett,Omen,vlr
656848_0,Northwood University,Vyse,Iso,Neon,Fade,Omen,vlr
656848_2,Northwood University,Neon,Phoenix,Chamber,Astra,Fade,vlr
656849_2,Harrisburg University,Neon,Skye,Chamber,Brimstone,Viper,vlr
656849_3,Harrisburg University,Sova,Breach,Neon,Cypher,Omen,vlr
656850_0,Rutgers University,Omen,Fade,Neon,Viper,Vyse,vlr
656850_2,Rutgers University,Omen,Sova,Phoenix,Neon,Cypher,vlr
656851_0,Fisher Navy,Brimstone,Skye,Viper,Neon,Phoenix,vlr
656851_2,Fisher Navy,Viper,Sova,Jett,Neon,Astra,vlr
656852_0,Winthrop University,Cypher,Neon,Brimstone,Raze,Breach,vlr
656852_2,Winthrop University,Jett,Sova,Viper,Neon,Clove,vlr
656854_0,Columbia College,Neon,Fade,Vyse,Omen,Raze,vlr
656854_2,Columbia College,Killjoy,Neon,Omen,Viper,Sova,vlr
656858_0,NC State Esports,Neon,Omen,Raze,Fade,Viper,vlr
656858_2,NC State Esports,Neon,Vyse,Raze,Fade,Omen,vlr
656859_0,Boise State,Raze,Omen,Neon,Vyse,Skye,vlr
656859_2,Boise State,Viper,Clove,Killjoy,Sova,Neon,vlr
656860_0,Mizzou Esports,Viper,Raze,Chamber,Omen,Skye,vlr
656860_2,Mizzou Esports,KAY/O,Astra,Fade,Killjoy,Neon,vlr
656861_2,Keiser University,Sage,Skye,Omen,Viper,Raze,vlr
656861_3,Keiser University,Chamber,Omen,Fade,Neon,Sage,vlr
656862_0,Columbia College,Neon,Fade,Omen,Vyse,Raze,vlr
656862_2,Columbia College,Viper,Chamber,Astra,Neon,Sova,vlr
656863_2,Esports at UCD Gold,Chamber,Brimstone,Raze,Breach,Neon,vlr
656864_0,TAMU Maroon,Viper,Brimstone,Chamber,Skye,Raze,vlr
656864_2,TAMU Maroon,Cypher,Neon,Omen,Reyna,Sova,vlr
656864_3,TAMU Maroon,Viper,Omen,Raze,Skye,Neon,vlr
656865_0,Tiffin University,Chamber,Phoenix,Sova,Omen,Neon,vlr
656866_0,NC State Esports,Raze,Fade,Neon,Vyse,Omen,vlr
656866_2,NC State Esports,Phoenix,Neon,Sova,Omen,Cypher,vlr
656867_0,Boise State,Sova,Viper,Killjoy,Clove,Neon,vlr
656867_2,Boise State,Raze,Skye,Omen,Vyse,Neon,vlr
656867_3,Boise State,Viper,Jett,Sova,Neon,Clove,vlr
656869_0,MBU Spartans,Neon,Fade,Reyna,Viper,Omen,vlr
656869_2,MBU Spartans,Sova,Killjoy,Reyna,Omen,Neon,vlr
656869_3,MBU Spartans,Viper,Raze,Brimstone,Skye,Jett,vlr
656870_0,Baker College,Omen,Chamber,Fade,Viper,Neon,vlr
656870_2,Baker College,Sage,Raze,Skye,Neon,Omen,vlr
656871_0,St. Clair Saints,Raze,Omen,Viper,Vyse,Fade,vlr
656871_2,St. Clair Saints,Omen,Killjoy,Neon,Viper,Sova,vlr
656872_0,Ball State,Omen,Killjoy,Sage,Fade,Neon,vlr
656872_2,Ball State,Raze,Phoenix,Fade,Killjoy,Brimstone,vlr
656872_3,Ball State,Skye,Omen,Raze,Vyse,Neon,vlr
656873_2,San Jose State University,Cypher,Sova,Jett,Neon,Omen,vlr
656874_0,Columbia College,Omen,Raze,Neon,Fade,Vyse,vlr
656874_2,Columbia College,Phoenix,Neon,Chamber,Fade,Astra,vlr
656876_0,UC Irvine,Sova,Killjoy,Omen,Phoenix,Neon,vlr
656876_2,UC Irvine,Cypher,Brimstone,Breach,Neon,Phoenix,vlr
656877_0,UCSD Gold,Jett,Sova,Omen,Chamber,Neon,vlr
656877_2,UCSD Gold,Jett,Skye,Neon,Brimstone,Chamber,vlr
656878_0,St. Clair Saints,Omen,Vyse,Viper,Raze,Fade,vlr
656878_3,St. Clair Saints,Raze,Omen,Skye,Viper,Vyse,vlr
656879_0,Northwood University,Neon,Omen,Iso,Vyse,Fade,vlr
656879_2,Northwood University,Skye,Astra,Neon,Chamber,Viper,vlr
656879_3,Northwood University,Omen,Neon,Sova,Cypher,Jett,vlr
656880_2,St. Clair Saints,Sova,Viper,Jett,Killjoy,Omen,vlr
656881_0,Northwood University,Jett,Sova,Omen,Phoenix,Cypher,vlr
656881_2,Northwood University,Raze,Brimstone,Viper,Skye,Chamber,vlr
656882_0,Northwood University,Jett,Harbor,Phoenix,Sova,Viper,vlr
656882_2,Northwood University,Jett,Phoenix,Cypher,Omen,Sova,vlr
656883_0,Fisher Navy,Raze,Cypher,Phoenix,Brimstone,Fade,vlr
656883_2,Fisher Navy,Omen,Cypher,Jett,Sova,Phoenix,vlr
656883_3,Fisher Navy,Omen,Chamber,Raze,Skye,Viper,vlr
656883_0,Fisher Navy,Raze,Cypher,Phoenix,Brimstone,Fade,vlr
656883_2,Fisher Navy,Omen,Cypher,Jett,Sova,Phoenix,vlr
656883_3,Fisher Navy,Omen,Chamber,Raze,Skye,Viper,vlr
656882_0,Northwood University,Jett,Harbor,Phoenix,Sova,Viper,vlr
656882_2,Northwood University,Jett,Phoenix,Cypher,Omen,Sova,vlr
656881_0,Northwood University,Jett,Sova,Omen,Phoenix,Cypher,vlr
656881_2,Northwood University,Raze,Brimstone,Viper,Skye,Chamber,vlr
656852_0,Winthrop University,Cypher,Neon,Brimstone,Raze,Breach,vlr
656852_2,Winthrop University,Jett,Sova,Viper,Neon,Clove,vlr
656880_2,St. Clair Saints,Sova,Viper,Jett,Killjoy,Omen,vlr
669089_0,KRÜ BLAZE,Viper,Raze,Omen,Skye,Deadlock,vlr
669089_2,KRÜ BLAZE,Sova,Astra,Phoenix,Neon,Cypher,vlr
669090_0,Olimpo Gold,Phoenix,Omen,Chamber,Fade,Neon,vlr
669090_3,Olimpo Gold,Jett,Skye,Raze,Omen,Viper,vlr
669091_0,Daruma Synergy,Neon,Raze,Fade,Vyse,Omen,vlr
669091_2,Daruma Synergy,Neon,Breach,Brimstone,Cypher,Raze,vlr
669092_0,Daruma Synergy,Deadlock,Cypher,Neon,Skye,Omen,vlr
669092_2,Daruma Synergy,Fade,Neon,Omen,Vyse,Raze,vlr
669093_0,Looking For Laburo,Breach,Omen,Neon,Cypher,Sova,vlr
669093_2,Looking For Laburo,Brimstone,Viper,Neon,Skye,Gekko,vlr
669094_2,KRÜ BLAZE,Vyse,Raze,Viper,Omen,Skye,vlr
669095_0,Daruma Synergy,Jett,Omen,Sova,Iso,Viper,vlr
669095_2,Daruma Synergy,Omen,Cypher,Phoenix,Jett,Sova,vlr
669096_0,Looking For Laburo,Raze,Jett,Skye,Omen,Viper,vlr
669096_2,Looking For Laburo,Phoenix,Killjoy,Jett,Omen,Sova,vlr
669096_0,Looking For Laburo,Raze,Jett,Skye,Omen,Viper,vlr
669096_2,Looking For Laburo,Phoenix,Killjoy,Jett,Omen,Sova,vlr
669095_0,Daruma Synergy,Jett,Omen,Sova,Iso,Viper,vlr
669095_2,Daruma Synergy,Omen,Cypher,Phoenix,Jett,Sova,vlr
669094_2,KRÜ BLAZE,Vyse,Raze,Viper,Omen,Skye,vlr
669093_0,Looking For Laburo,Breach,Omen,Neon,Cypher,Sova,vlr
669093_2,Looking For Laburo,Brimstone,Viper,Neon,Skye,Gekko,vlr
669092_0,Daruma Synergy,Deadlock,Cypher,Neon,Skye,Omen,vlr
669092_2,Daruma Synergy,Fade,Neon,Omen,Vyse,Raze,vlr
669107_0,Akave Esports GC,Fade,Viper,Vyse,Neon,Omen,vlr
669107_2,Akave Esports GC,Skye,Neon,Viper,Vyse,Omen,vlr
669108_0,MYVRA GC,Sage,Skye,Raze,Viper,Brimstone,vlr
669109_0,FUSION X,Neon,Fade,Vyse,Omen,Viper,vlr
669109_2,FUSION X,Fade,Astra,Killjoy,Neon,Chamber,vlr
669110_0,FUSION X,Viper,Omen,Vyse,Fade,Neon,vlr
669110_2,FUSION X,Astra,Fade,Chamber,Neon,Killjoy,vlr
669110_3,FUSION X,Sova,Phoenix,Omen,Killjoy,Neon,vlr
669111_2,Contra GC,Omen,Sova,Cypher,Neon,Phoenix,vlr
669112_0,Akave Esports GC,Chamber,Raze,Viper,Brimstone,Skye,vlr
669112_2,Akave Esports GC,Astra,Fade,Phoenix,Neon,Chamber,vlr
669113_2,Contra GC,Astra,Jett,Harbor,Sova,KAY/O,vlr
669114_0,FUSION X,Jett,Sova,Omen,Phoenix,Killjoy,vlr
669114_2,FUSION X,Sova,Omen,Jett,Deadlock,Vyse,vlr
669114_0,FUSION X,Jett,Sova,Omen,Phoenix,Killjoy,vlr
669114_2,FUSION X,Sova,Omen,Jett,Deadlock,Vyse,vlr
669113_2,Contra GC,Astra,Jett,Harbor,Sova,KAY/O,vlr
669112_0,Akave Esports GC,Chamber,Raze,Viper,Brimstone,Skye,vlr
669112_2,Akave Esports GC,Astra,Fade,Phoenix,Neon,Chamber,vlr
669111_2,Contra GC,Omen,Sova,Cypher,Neon,Phoenix,vlr
669110_0,FUSION X,Viper,Omen,Vyse,Fade,Neon,vlr
669110_2,FUSION X,Astra,Fade,Chamber,Neon,Killjoy,vlr
669110_3,FUSION X,Sova,Phoenix,Omen,Killjoy,Neon,vlr
668687_2,Syn3rgy Dogos,Fade,Killjoy,Omen,Viper,Neon,vlr
668688_2,Enisorail,Neon,Sova,Phoenix,Cypher,Omen,vlr
668689_0,ARASIAN,Neon,Viper,Skye,Raze,Omen,vlr
668689_2,ARASIAN,Chamber,Fade,Raze,Neon,Omen,vlr
668690_0,tf up,Chamber,Skye,Omen,Fade,Jett,vlr
668690_2,tf up,Cypher,Neon,Brimstone,Phoenix,Fade,vlr
668691_2,Enisorail,Phoenix,Cypher,Neon,Sova,Omen,vlr
668692_0,CICADAS Gaming,Killjoy,Neon,Breach,Sova,Omen,vlr
668692_2,CICADAS Gaming,Jett,Neon,Omen,Fade,Viper,vlr
668692_3,CICADAS Gaming,Neon,Omen,Vyse,Iso,Sova,vlr
668693_0,Poyo Esports,Viper,Skye,Neon,Omen,Raze,vlr
668693_2,Poyo Esports,Neon,Sova,Viper,Killjoy,Omen,vlr
668694_0,CICADAS Gaming,Omen,Sova,Iso,Vyse,Neon,vlr
668694_2,CICADAS Gaming,Omen,Sova,Killjoy,Neon,Breach,vlr
668694_3,CICADAS Gaming,Jett,Sova,Neon,Viper,Omen,vlr
668694_0,CICADAS Gaming,Omen,Sova,Iso,Vyse,Neon,vlr
668694_2,CICADAS Gaming,Omen,Sova,Killjoy,Neon,Breach,vlr
668694_3,CICADAS Gaming,Jett,Sova,Neon,Viper,Omen,vlr
668693_0,Poyo Esports,Viper,Skye,Neon,Omen,Raze,vlr
668693_2,Poyo Esports,Neon,Sova,Viper,Killjoy,Omen,vlr
668691_2,Enisorail,Phoenix,Cypher,Neon,Sova,Omen,vlr
668692_0,CICADAS Gaming,Killjoy,Neon,Breach,Sova,Omen,vlr
668692_2,CICADAS Gaming,Jett,Neon,Omen,Fade,Viper,vlr
668692_3,CICADAS Gaming,Neon,Omen,Vyse,Iso,Sova,vlr
668687_2,Syn3rgy Dogos,Fade,Killjoy,Omen,Viper,Neon,vlr
679845_0,GREENING CLAN,Killjoy,KAY/O,Omen,Sova,Jett,vlr
679845_2,GREENING CLAN,Omen,Fade,Raze,Phoenix,Chamber,vlr
679849_0,TOTALE Academy,Astra,Sova,Harbor,Jett,KAY/O,vlr
679848_0,A NOVA ORDEM,Vyse,Omen,Raze,Skye,Jett,vlr
679846_0,AXIS Anteaters,Phoenix,Jett,Omen,Sova,Cypher,vlr
679846_2,AXIS Anteaters,Raze,Skye,Omen,Vyse,Fade,vlr
679847_2,KRÜ,Raze,Omen,Vyse,Viper,Fade,vlr
679876_0,NEOX,Skye,Chamber,Jett,Viper,Harbor,vlr
679876_2,NEOX,Jett,Chamber,Skye,Omen,Cypher,vlr
679872_0,Juventus Gaming,Omen,Phoenix,Jett,Sova,Cypher,vlr
679872_2,Juventus Gaming,Viper,KAY/O,Chamber,Harbor,Jett,vlr
679875_0,CCV Team,Omen,Jett,Vyse,Sova,Phoenix,vlr
679875_2,CCV Team,Raze,Fade,Vyse,Viper,Omen,vlr
679874_0,MAUA ESPORTS,Phoenix,Sova,Jett,Omen,Cypher,vlr
679874_2,MAUA ESPORTS,Sova,KAY/O,Jett,Cypher,Omen,vlr
679862_0,SYMPHONY E-SPORTS,Phoenix,Vyse,Jett,Astra,Fade,vlr
679862_2,SYMPHONY E-SPORTS,Chamber,Sova,Omen,Jett,Deadlock,vlr
679861_0,Sora Trinity,Jett,Killjoy,KAY/O,Sova,Omen,vlr
679860_2,Juventus Red Fem,Fade,Vyse,Omen,Raze,Breach,vlr
679863_0,Hydreigon,Sova,Harbor,Chamber,Neon,Astra,vlr
679863_2,Hydreigon,Jett,Raze,Viper,Fade,Omen,vlr
679878_2,Zetix,Jett,Sova,Phoenix,Killjoy,Omen,vlr
679878_3,Zetix,Fade,Viper,Raze,Omen,Vyse,vlr
679877_0,SYMPHONY E-SPORTS,Omen,Jett,Phoenix,Chamber,Sova,vlr
679877_2,SYMPHONY E-SPORTS,Jett,Omen,Vyse,Neon,Fade,vlr
679880_0,CSK GAMING,Omen,Jett,Sova,Reyna,Viper,vlr
679880_2,CSK GAMING,Viper,Breach,Raze,Fade,Omen,vlr
679872_0,Juventus Gaming,Omen,Phoenix,Jett,Sova,Cypher,vlr
679872_2,Juventus Gaming,Viper,KAY/O,Chamber,Harbor,Jett,vlr
679874_0,MAUA ESPORTS,Phoenix,Sova,Jett,Omen,Cypher,vlr
679874_2,MAUA ESPORTS,Sova,KAY/O,Jett,Cypher,Omen,vlr
679875_0,CCV Team,Omen,Jett,Vyse,Sova,Phoenix,vlr
679875_2,CCV Team,Raze,Fade,Vyse,Viper,Omen,vlr
679876_0,NEOX,Skye,Chamber,Jett,Viper,Harbor,vlr
679876_2,NEOX,Jett,Chamber,Skye,Omen,Cypher,vlr
686048_0,Monarch-X GC,Raze,Omen,Viper,Sage,Fade,vlr
686048_2,Monarch-X GC,Raze,Fade,Vyse,Omen,Clove,vlr
686049_2,Catnappers,Neon,Harbor,Astra,Jett,Sova,vlr
686050_0,Skyline Secret,Raze,Skye,Omen,Jett,Viper,vlr
686050_2,Skyline Secret,Viper,Chamber,Sova,Omen,Jett,vlr
686051_0,WgW Rose,Sova,Omen,Phoenix,Cypher,Jett,vlr
686051_2,WgW Rose,Vyse,Jett,Fade,Omen,Raze,vlr
686051_3,WgW Rose,Sova,Phoenix,Jett,Omen,Killjoy,vlr
686052_0,HyperSpeed Golden,Raze,Omen,Iso,Chamber,Fade,vlr
686052_3,HyperSpeed Golden,Killjoy,Iso,Omen,Jett,Sova,vlr
686053_0,Catnappers,Chamber,Neon,Sova,Omen,Phoenix,vlr
686053_2,Catnappers,Omen,Raze,Cypher,Neon,Fade,vlr
686054_0,Skyline Secret,Sova,Viper,Omen,Killjoy,Jett,vlr
686054_2,Skyline Secret,Sova,Omen,Killjoy,Jett,Phoenix,vlr
686055_0,WgW Rose,Omen,Sova,Jett,Phoenix,Killjoy,vlr
686055_2,WgW Rose,Jett,Fade,Omen,Raze,Vyse,vlr
686056_0,Catnappers,Viper,Clove,Jett,Skye,Raze,vlr
686056_2,Catnappers,Phoenix,Astra,Fade,Neon,Chamber,vlr
686057_0,Empire GC,Jett,Killjoy,Phoenix,Clove,Sova,vlr
686058_0,Empire GC,Phoenix,Clove,Killjoy,Jett,Sova,vlr
686058_2,Empire GC,Clove,Killjoy,Jett,Fade,Phoenix,vlr
686058_0,Empire GC,Phoenix,Clove,Killjoy,Jett,Sova,vlr
686058_2,Empire GC,Clove,Killjoy,Jett,Fade,Phoenix,vlr
686056_0,Catnappers,Viper,Clove,Jett,Skye,Raze,vlr
686056_2,Catnappers,Phoenix,Astra,Fade,Neon,Chamber,vlr
686057_0,Empire GC,Jett,Killjoy,Phoenix,Clove,Sova,vlr
686052_0,HyperSpeed Golden,Raze,Omen,Iso,Chamber,Fade,vlr
686052_3,HyperSpeed Golden,Killjoy,Iso,Omen,Jett,Sova,vlr
686053_0,Catnappers,Chamber,Neon,Sova,Omen,Phoenix,vlr
686053_2,Catnappers,Omen,Raze,Cypher,Neon,Fade,vlr
686724_0,Performative,Viper,Omen,Raze,Fade,Chamber,vlr
686725_0,Yi-Jing,Neon,Jett,Harbor,Omen,Sova,vlr
686725_2,Yi-Jing,Jett,Cypher,Phoenix,Sova,Omen,vlr
686726_0,TROOPERS,Viper,Jett,Sova,Chamber,Harbor,vlr
686726_3,TROOPERS,Jett,Phoenix,Astra,Chamber,Fade,vlr
686728_2,Yi-Jing,Sova,Jett,Cypher,Omen,Phoenix,vlr
686729_0,Noob Esports,Raze,Jett,Fade,Vyse,Omen,vlr
686729_3,Noob Esports,Omen,Sova,Jett,KAY/O,Cypher,vlr
686728_2,Yi-Jing,Sova,Jett,Cypher,Omen,Phoenix,vlr
686729_0,Noob Esports,Raze,Jett,Fade,Vyse,Omen,vlr
686729_3,Noob Esports,Omen,Sova,Jett,KAY/O,Cypher,vlr
686724_0,Performative,Viper,Omen,Raze,Fade,Chamber,vlr
686725_0,Yi-Jing,Neon,Jett,Harbor,Omen,Sova,vlr
686725_2,Yi-Jing,Jett,Cypher,Phoenix,Sova,Omen,vlr
686726_0,TROOPERS,Viper,Jett,Sova,Chamber,Harbor,vlr
686726_3,TROOPERS,Jett,Phoenix,Astra,Chamber,Fade,vlr
686949_0,AURA!,Killjoy,Jett,Sova,KAY/O,Omen,vlr
686950_0,44 TEAM,Chamber,Omen,Phoenix,Sova,Jett,vlr
686952_0,Lost Puppies Quackers,Phoenix,Jett,Omen,Cypher,Sova,vlr
686953_0,ELEVATE Academy,Skye,Omen,Jett,Raze,Vyse,vlr
686953_2,ELEVATE Academy,Chamber,Astra,Sova,Viper,Jett,vlr
686953_0,ELEVATE Academy,Skye,Omen,Jett,Raze,Vyse,vlr
686953_2,ELEVATE Academy,Chamber,Astra,Sova,Viper,Jett,vlr
686949_0,AURA!,Killjoy,Jett,Sova,KAY/O,Omen,vlr
686950_0,44 TEAM,Chamber,Omen,Phoenix,Sova,Jett,vlr
686819_0,CCG Esports,Iso,Sova,Jett,Viper,Astra,vlr
686820_0,Xora Esports,Chamber,Brimstone,Sova,Phoenix,Jett,vlr
686820_2,Xora Esports,Omen,Phoenix,Sova,Chamber,Jett,vlr
686823_0,HOOAH,Jett,Phoenix,Killjoy,Omen,Sova,vlr
686823_2,HOOAH,Jett,Skye,Omen,Viper,Raze,vlr
686824_0,Team Digital,Chamber,Jett,Omen,Phoenix,Sova,vlr
686824_2,Team Digital,Sova,Omen,Jett,Chamber,Phoenix,vlr
686824_3,Team Digital,Raze,Chamber,Omen,Viper,Fade,vlr
686825_0,octonauts,Iso,Fade,Raze,Clove,Vyse,vlr
686825_2,octonauts,Raze,Clove,Chamber,Skye,Viper,vlr
686825_3,octonauts,Phoenix,Jett,Sova,Killjoy,Clove,vlr
686826_0,KICK OUT,Phoenix,Chamber,Astra,Neon,Fade,vlr
686826_2,KICK OUT,Omen,Reyna,Raze,Chamber,Fade,vlr
686827_2,CCG Esports,Jett,Sova,Phoenix,Killjoy,Omen,vlr
686828_0,Monarch X,Phoenix,Jett,Sova,Omen,Chamber,vlr
686828_2,Monarch X,Phoenix,Jett,Omen,Sage,Sova,vlr
686829_0,Xyra eSports,Viper,Sova,Jett,Harbor,KAY/O,vlr
686829_2,Xyra eSports,Jett,Sova,Omen,Viper,Killjoy,vlr
686831_2,HOOAH,Phoenix,Omen,Jett,Killjoy,Sova,vlr
686832_2,Team Digital,Chamber,Omen,Phoenix,Jett,Sova,vlr
686833_0,Inters,Vyse,Clove,Neon,Fade,Iso,vlr
686833_2,Inters,Clove,Phoenix,Chamber,Sova,Neon,vlr
686833_3,Inters,Omen,Vyse,Jett,Sova,KAY/O,vlr
686834_0,KICK OUT,Chamber,Omen,Raze,Reyna,Fade,vlr
686834_2,KICK OUT,Chamber,Omen,Phoenix,Sova,Jett,vlr
686827_2,CCG Esports,Jett,Sova,Phoenix,Killjoy,Omen,vlr
686828_0,Monarch X,Phoenix,Jett,Sova,Omen,Chamber,vlr
686828_2,Monarch X,Phoenix,Jett,Omen,Sage,Sova,vlr
686829_0,Xyra eSports,Viper,Sova,Jett,Harbor,KAY/O,vlr
686829_2,Xyra eSports,Jett,Sova,Omen,Viper,Killjoy,vlr
686831_2,HOOAH,Phoenix,Omen,Jett,Killjoy,Sova,vlr
686905_0,365 enjoyers,Astra,Killjoy,Jett,Phoenix,Fade,vlr
686905_2,365 enjoyers,Phoenix,Jett,Killjoy,Sova,Omen,vlr
686905_3,365 enjoyers,Omen,Phoenix,Sova,Jett,Killjoy,vlr
