map_id,team,agent_1,agent_2,agent_3,agent_4,agent_5,source
686906_0,VAY eSports,Omen,Sova,Cypher,Jett,Breach,vlr
686906_2,VAY eSports,Omen,Jett,Sova,Cypher,KAY/O,vlr
686908_0,enso chiquito,Fade,Raze,Cypher,Omen,Iso,vlr
686908_2,enso chiquito,Phoenix,Clove,Sova,Jett,Chamber,vlr
686909_0,DimoniX eSports,Sova,Jett,Cypher,Neon,Omen,vlr
686909_2,DimoniX eSports,Fade,Jett,Killjoy,Phoenix,Astra,vlr
686909_3,DimoniX eSports,Fade,Neon,Viper,Jett,Brimstone,vlr
686910_0,Voltage Club,Cypher,Jett,Sova,Phoenix,Omen,vlr
686911_0,Team Orion,Astra,Jett,Viper,KAY/O,Sova,vlr
686912_2,Suzaku Esports,Cypher,Jett,Sova,Omen,KAY/O,vlr
686914_0,VOLKANIC,Sova,Jett,Breach,Omen,Cypher,vlr
686914_2,VOLKANIC,Viper,Neon,Omen,Sova,Vyse,vlr
686915_0,VentuCorp eSports,Cypher,Sova,Jett,Phoenix,Omen,vlr
686915_2,VentuCorp eSports,Jett,Phoenix,Omen,Cypher,Sova,vlr
686916_0,Suzaku Esports,Cypher,Phoenix,Neon,Astra,Fade,vlr
686916_2,Suzaku Esports,Sova,Omen,Cypher,KAY/O,Jett,vlr
686914_0,VOLKANIC,Sova,Jett,Breach,Omen,Cypher,vlr
686914_2,VOLKANIC,Viper,Neon,Omen,Sova,Vyse,vlr
686915_0,VentuCorp eSports,Cypher,Sova,Jett,Phoenix,Omen,vlr
686915_2,VentuCorp eSports,Jett,Phoenix,Omen,Cypher,Sova,vlr
686916_0,Suzaku Esports,Cypher,Phoenix,Neon,Astra,Fade,vlr
686916_2,Suzaku Esports,Sova,Omen,Cypher,KAY/O,Jett,vlr
686905_0,365 enjoyers,Astra,Killjoy,Jett,Phoenix,Fade,vlr
686905_2,365 enjoyers,Phoenix,Jett,Killjoy,Sova,Omen,vlr
686905_3,365 enjoyers,Omen,Phoenix,Sova,Jett,Killjoy,vlr
686906_0,VAY eSports,Omen,Sova,Cypher,Jett,Breach,vlr
686906_2,VAY eSports,Omen,Jett,Sova,Cypher,KAY/O,vlr
686908_0,enso chiquito,Fade,Raze,Cypher,Omen,Iso,vlr
686908_2,enso chiquito,Phoenix,Clove,Sova,Jett,Chamber,vlr
675201_0,Gen.G,Phoenix,Astra,Vyse,Neon,Fade,vlr
675201_2,Gen.G,Chamber,Fade,Omen,Phoenix,Neon,vlr
675201_3,Gen.G,Jett,Viper,Neon,Sova,Omen,vlr
675202_0,DRX,Viper,Vyse,Raze,Omen,Fade,vlr
675202_2,DRX,Jett,Viper,Killjoy,Sova,Omen,vlr
675203_0,Nongshim RedForce,Fade,Phoenix,Astra,Chamber,Neon,vlr
675203_2,Nongshim RedForce,Omen,Phoenix,Sova,Neon,Cypher,vlr
675204_0,Global Esports,Fade,Omen,Jett,Viper,Raze,vlr
675204_2,Global Esports,Killjoy,Neon,Astra,Phoenix,Fade,vlr
675205_0,Rex Regum Qeon,Sova,Jett,Killjoy,Phoenix,Omen,vlr
675205_2,Rex Regum Qeon,Chamber,Vyse,Omen,Sova,Jett,vlr
675205_3,Rex Regum Qeon,Viper,Sova,Jett,KAY/O,Harbor,vlr
675205_4,Rex Regum Qeon,Raze,Skye,Omen,Jett,Vyse,vlr
675206_0,Global Esports,Viper,Fade,Omen,Raze,Jett,vlr
675206_2,Global Esports,Neon,Phoenix,Fade,Killjoy,Astra,vlr
675206_3,Global Esports,Neon,Cypher,Omen,Deadlock,Sova,vlr
675206_4,Global Esports,Sova,Sage,Chamber,Viper,Neon,vlr
675206_5,Global Esports,Jett,Omen,Vyse,Phoenix,Sova,vlr
675207_0,DRX,Viper,Sage,Fade,Omen,Raze,vlr
675207_2,DRX,Killjoy,Jett,Sova,Viper,Omen,vlr
675207_3,DRX,KAY/O,Viper,Jett,Harbor,Sova,vlr
675208_0,DetonatioN FocusMe,Jett,Omen,Cypher,Neon,Sova,vlr
675208_2,DetonatioN FocusMe,Jett,Raze,Skye,Omen,Viper,vlr
675208_3,DetonatioN FocusMe,Cypher,Jett,Omen,Neon,Skye,vlr
675209_0,DRX,Omen,Viper,Jett,Sova,Killjoy,vlr
675209_2,DRX,Sova,Jett,KAY/O,Viper,Harbor,vlr
675210_0,T1,Neon,Harbor,Viper,Sova,KAY/O,vlr
675210_2,T1,Cypher,Neon,Skye,Raze,Brimstone,vlr
675211_0,Gen.G,Phoenix,Neon,Omen,Fade,Chamber,vlr
675211_2,Gen.G,Astra,Phoenix,Neon,Fade,Vyse,vlr
675211_3,Gen.G,Phoenix,Neon,Brimstone,Killjoy,Fade,vlr
675211_4,Gen.G,Jett,Omen,Viper,Sova,Neon,vlr
675211_0,Gen.G,Phoenix,Neon,Omen,Fade,Chamber,vlr
675211_2,Gen.G,Astra,Phoenix,Neon,Fade,Vyse,vlr
675211_3,Gen.G,Phoenix,Neon,Brimstone,Killjoy,Fade,vlr
675211_4,Gen.G,Jett,Omen,Viper,Sova,Neon,vlr
675210_0,T1,Neon,Harbor,Viper,Sova,KAY/O,vlr
675210_2,T1,Cypher,Neon,Skye,Raze,Brimstone,vlr
675209_0,DRX,Omen,Viper,Jett,Sova,Killjoy,vlr
675209_2,DRX,Sova,Jett,KAY/O,Viper,Harbor,vlr
675206_0,Global Esports,Viper,Fade,Omen,Raze,Jett,vlr
675206_2,Global Esports,Neon,Phoenix,Fade,Killjoy,Astra,vlr
675206_3,Global Esports,Neon,Cypher,Omen,Deadlock,Sova,vlr
675206_4,Global Esports,Sova,Sage,Chamber,Viper,Neon,vlr
675206_5,Global Esports,Jett,Omen,Vyse,Phoenix,Sova,vlr
675208_0,DetonatioN FocusMe,Jett,Omen,Cypher,Neon,Sova,vlr
675208_2,DetonatioN FocusMe,Jett,Raze,Skye,Omen,Viper,vlr
675208_3,DetonatioN FocusMe,Cypher,Jett,Omen,Neon,Skye,vlr
681009_0,Dragon Ranger Gaming,Sova,Omen,Neon,Killjoy,Viper,vlr
681009_2,Dragon Ranger Gaming,Phoenix,Killjoy,Astra,Fade,Jett,vlr
681010_2,Wolves Esports,Raze,Viper,Vyse,Deadlock,Omen,vlr
681011_0,Any Questions Gaming,Raze,Jett,Vyse,Fade,Omen,vlr
681011_2,Any Questions Gaming,Killjoy,Fade,Phoenix,Jett,Astra,vlr
681013_0,Xi Lai Gaming,Skye,Brimstone,Neon,Chamber,Cypher,vlr
681013_3,Xi Lai Gaming,Phoenix,Fade,Astra,Killjoy,Neon,vlr
681014_0,KeepBest Gaming,Jett,Vyse,Sova,Phoenix,Omen,vlr
681014_3,KeepBest Gaming,Raze,Phoenix,Brimstone,Cypher,Fade,vlr
681015_2,EDward Gaming,Jett,Omen,Phoenix,Cypher,Fade,vlr
681017_0,FunPlus Phoenix,Chamber,Fade,Sage,Brimstone,Neon,vlr
681017_2,FunPlus Phoenix,Fade,Phoenix,Omen,Viper,Neon,vlr
681018_0,Titan Esports Club,Raze,Jett,Omen,Skye,Viper,vlr
681018_2,Titan Esports Club,Viper,Phoenix,Sova,Jett,Harbor,vlr
681019_0,Nova Esports,Raze,Viper,Killjoy,Omen,Fade,vlr
681019_2,Nova Esports,Neon,Killjoy,Astra,Skye,Vyse,vlr
681020_0,Bilibili Gaming,Jett,Sova,Harbor,KAY/O,Viper,vlr
681021_0,Titan Esports Club,Sova,Phoenix,Omen,Vyse,Jett,vlr
681021_2,Titan Esports Club,Jett,Skye,Viper,Omen,Raze,vlr
681022_2,TYLOO,Jett,Cypher,KAY/O,Omen,Sova,vlr
681023_0,Nova Esports,Neon,Vyse,Killjoy,Astra,Skye,vlr
681023_2,Nova Esports,Breach,Raze,Brimstone,Cypher,Neon,vlr
681023_3,Nova Esports,Raze,Fade,Omen,Killjoy,Viper,vlr
681023_4,Nova Esports,Viper,Raze,Deadlock,Astra,Skye,vlr
681023_5,Nova Esports,Phoenix,Jett,Killjoy,Sova,Omen,vlr
681024_0,TYLOO,Raze,Jett,Omen,Skye,Viper,vlr
681024_2,TYLOO,Jett,Sova,Cypher,KAY/O,Omen,vlr
681024_3,TYLOO,Omen,Cypher,Jett,Sova,Breach,vlr
681024_5,TYLOO,Jett,Cypher,Skye,Reyna,Brimstone,vlr
681023_0,Nova Esports,Neon,Vyse,Killjoy,Astra,Skye,vlr
681023_2,Nova Esports,Breach,Raze,Brimstone,Cypher,Neon,vlr
681023_3,Nova Esports,Raze,Fade,Omen,Killjoy,Viper,vlr
681023_4,Nova Esports,Viper,Raze,Deadlock,Astra,Skye,vlr
681023_5,Nova Esports,Phoenix,Jett,Killjoy,Sova,Omen,vlr
681024_0,TYLOO,Raze,Jett,Omen,Skye,Viper,vlr
681024_2,TYLOO,Jett,Sova,Cypher,KAY/O,Omen,vlr
681024_3,TYLOO,Omen,Cypher,Jett,Sova,Breach,vlr
681024_5,TYLOO,Jett,Cypher,Skye,Reyna,Brimstone,vlr
681022_2,TYLOO,Jett,Cypher,KAY/O,Omen,Sova,vlr
681021_0,Titan Esports Club,Sova,Phoenix,Omen,Vyse,Jett,vlr
681021_2,Titan Esports Club,Jett,Skye,Viper,Omen,Raze,vlr
681020_0,Bilibili Gaming,Jett,Sova,Harbor,KAY/O,Viper,vlr
674912_2,BETTR2,Vyse,Omen,Chamber,Jett,Sova,vlr
674913_0,MeatZn,Cypher,Sova,Phoenix,Neon,Omen,vlr
674913_2,MeatZn,Vyse,Astra,Jett,Raze,Skye,vlr
674914_3,FOREVER,Neon,Phoenix,Omen,Chamber,Sova,vlr
674915_0,TROOPERS,Raze,Fade,Omen,Neon,Killjoy,vlr
674915_2,TROOPERS,Jett,Vyse,Omen,Sova,Neon,vlr
674915_3,TROOPERS,Killjoy,Omen,Jett,Sova,Phoenix,vlr
674916_0,Performative,Fade,Raze,Omen,Neon,Vyse,vlr
674916_2,Performative,Killjoy,Sova,Omen,Viper,Neon,vlr
674917_0,Please Peg,Omen,Jett,Sova,Harbor,Vyse,vlr
674917_2,Please Peg,Sova,Neon,Chamber,Omen,Phoenix,vlr
674917_3,Please Peg,Raze,Vyse,Harbor,Fade,Omen,vlr
674918_0,SleepCallKittys,Omen,Neon,Raze,Cypher,Fade,vlr
674918_2,SleepCallKittys,Raze,Brimstone,Neon,Cypher,Fade,vlr
674919_0,rabbit gang,Fade,Jett,Clove,Raze,Vyse,vlr
674919_2,rabbit gang,Sova,Jett,Killjoy,Clove,Phoenix,vlr
674920_0,MeatZn,Phoenix,Cypher,Neon,Omen,Sova,vlr
674920_2,MeatZn,Phoenix,Cypher,Raze,Brimstone,Fade,vlr
674920_3,MeatZn,Jett,Vyse,Astra,Fade,Phoenix,vlr
674921_0,Clueless,Viper,Iso,Sova,Harbor,Jett,vlr
674921_2,Clueless,Sova,Omen,Killjoy,Jett,Viper,vlr
674922_0,Project Curry,Fade,Vyse,Omen,Raze,Phoenix,vlr
674922_2,Project Curry,Jett,Omen,Sova,Killjoy,Phoenix,vlr
674922_3,Project Curry,Chamber,Jett,Viper,Phoenix,Sova,vlr
674923_0,Yi-Jing,Sova,Cypher,Omen,Jett,Phoenix,vlr
674923_2,Yi-Jing,Chamber,Fade,Omen,Viper,Raze,vlr
674924_0,Clueless,Viper,Vyse,Omen,Raze,Fade,vlr
674924_2,Clueless,Omen,Killjoy,Sova,Jett,Viper,vlr
674925_2,Yi-Jing,Omen,Jett,Cypher,Phoenix,Sova,vlr
674926_0,Yi-Jing,Sage,Neon,Astra,Killjoy,Sova,vlr
674927_2,Yi-Jing,Sova,Jett,Phoenix,Omen,Cypher,vlr
674927_3,Yi-Jing,Harbor,Sova,Jett,Omen,Neon,vlr
674927_4,Yi-Jing,Cypher,Phoenix,Jett,Omen,Sova,vlr
674928_2,Noob Esports,Raze,Omen,Vyse,Fade,Jett,vlr
674929_0,TROOPERS,Omen,Killjoy,Fade,Raze,Neon,vlr
674929_2,TROOPERS,Viper,Skye,Raze,Jett,Omen,vlr
674930_0,Please Peg,Omen,Vyse,Sova,Jett,Harbor,vlr
674931_0,rabbit gang,Phoenix,Jett,Sova,Killjoy,Omen,vlr
674932_0,Noob Esports,Jett,Raze,Omen,Fade,Vyse,vlr
674932_2,Noob Esports,Cypher,Jett,Sova,Omen,KAY/O,vlr
674933_0,Mejais Soulstealers,Cypher,Phoenix,Jett,Sova,Omen,vlr
674933_2,Mejais Soulstealers,Viper,Skye,Chamber,Jett,Omen,vlr
674934_2,Performative,Sova,Jett,Iso,Harbor,Omen,vlr
674934_3,Performative,Omen,Chamber,Viper,Fade,Raze,vlr
674935_2,rabbit gang,Fade,Phoenix,Astra,Jett,Chamber,vlr
674936_0,Project Curry,Killjoy,Jett,Omen,Phoenix,Sova,vlr
674937_0,Finishers,Viper,Sova,Cypher,Jett,Omen,vlr
674937_2,Finishers,Cypher,Neon,Phoenix,Omen,Sova,vlr
674937_3,Finishers,Neon,Omen,Raze,Fade,Vyse,vlr
674938_0,Project Curry,Phoenix,Vyse,Omen,Raze,Fade,vlr
674938_2,Project Curry,Raze,Omen,Phoenix,Skye,Viper,vlr
674938_3,Project Curry,Phoenix,Omen,Jett,Cypher,Sova,vlr
674939_0,Finishers,Viper,Harbor,Neon,Jett,Sova,vlr
674939_2,Finishers,Neon,Raze,Omen,Vyse,Skye,vlr
674940_0,Finishers,Phoenix,Sova,Cypher,Neon,Omen,vlr
674940_2,Finishers,Cypher,Neon,Astra,Fade,Phoenix,vlr
674941_0,Finishers,Omen,Neon,Vyse,Sova,Jett,vlr
674941_2,Finishers,Phoenix,Neon,Cypher,Sova,Omen,vlr
674941_3,Finishers,Skye,Vyse,Omen,Neon,Raze,vlr
674927_2,Yi-Jing,Sova,Jett,Phoenix,Omen,Cypher,vlr
674927_3,Yi-Jing,Harbor,Sova,Jett,Omen,Neon,vlr
674927_4,Yi-Jing,Cypher,Phoenix,Jett,Omen,Sova,vlr
674941_0,Finishers,Omen,Neon,Vyse,Sova,Jett,vlr
674941_2,Finishers,Phoenix,Neon,Cypher,Sova,Omen,vlr
674941_3,Finishers,Skye,Vyse,Omen,Neon,Raze,vlr
674940_0,Finishers,Phoenix,Sova,Cypher,Neon,Omen,vlr
674940_2,Finishers,Cypher,Neon,Astra,Fade,Phoenix,vlr
674926_0,Yi-Jing,Sage,Neon,Astra,Killjoy,Sova,vlr
674938_0,Project Curry,Phoenix,Vyse,Omen,Raze,Fade,vlr
674938_2,Project Curry,Raze,Omen,Phoenix,Skye,Viper,vlr
674938_3,Project Curry,Phoenix,Omen,Jett,Cypher,Sova,vlr
683765_0,Natus Vincere Junior,Sage,Omen,Raze,Viper,Skye,vlr
683765_2,Natus Vincere Junior,Phoenix,Sova,Neon,Cypher,Omen,vlr
683766_0,UCAM Esports Club,Vyse,Omen,Neon,Viper,Fade,vlr
683766_2,UCAM Esports Club,Fade,Raze,Viper,KAY/O,Omen,vlr
683767_0,UCAM Esports Club,Vyse,Neon,Viper,Fade,Omen,vlr
683767_2,UCAM Esports Club,Sova,Killjoy,Jett,Omen,Breach,vlr
683768_0,REBORN,Jett,Omen,Sova,Cypher,Neon,vlr
683768_4,REBORN,Neon,Chamber,Viper,Harbor,Sova,vlr
683769_0,Joblife,Phoenix,Omen,Cypher,Sova,Jett,vlr
683769_2,Joblife,Omen,Jett,Skye,Viper,Raze,vlr
683768_0,REBORN,Jett,Omen,Sova,Cypher,Neon,vlr
683768_4,REBORN,Neon,Chamber,Viper,Harbor,Sova,vlr
683767_0,UCAM Esports Club,Vyse,Neon,Viper,Fade,Omen,vlr
683767_2,UCAM Esports Club,Sova,Killjoy,Jett,Omen,Breach,vlr
683769_0,Joblife,Phoenix,Omen,Cypher,Sova,Jett,vlr
683769_2,Joblife,Omen,Jett,Skye,Viper,Raze,vlr
683766_0,UCAM Esports Club,Vyse,Omen,Neon,Viper,Fade,vlr
683766_2,UCAM Esports Club,Fade,Raze,Viper,KAY/O,Omen,vlr
660369_0,Leviatán,Omen,Jett,Harbor,Neon,Sova,vlr
660369_2,Leviatán,Viper,Fade,Omen,Phoenix,Neon,vlr
660369_3,Leviatán,Astra,Chamber,Phoenix,Sova,Neon,vlr
660370_0,100 Thieves,Chamber,Neon,Fade,Astra,Phoenix,vlr
660370_2,100 Thieves,Fade,Omen,Raze,Neon,Cypher,vlr
660371_0,Leviatán,Viper,Neon,Phoenix,Omen,Fade,vlr
660371_3,Leviatán,Neon,Phoenix,Sova,Omen,Chamber,vlr
660372_0,G2,Fade,Omen,Raze,Vyse,Viper,vlr
660372_2,G2,Sova,Vyse,Harbor,Neon,Astra,vlr
660373_0,G2,Sova,Astra,Vyse,Phoenix,Yoru,vlr
660373_2,G2,Vyse,Astra,Fade,Neon,Phoenix,vlr
660373_3,G2,Viper,Fade,Vyse,Astra,Raze,vlr
660374_0,G2,Fade,Sage,Neon,Brimstone,Chamber,vlr
660374_2,G2,Astra,Neon,Chamber,Fade,Phoenix,vlr
660374_3,G2,Phoenix,Sova,Vyse,Yoru,Astra,vlr
660374_4,G2,Neon,Phoenix,Vyse,Fade,Astra,vlr
660374_5,G2,Astra,Raze,Viper,Fade,Vyse,vlr
660375_0,NRG,Vyse,Fade,Neon,Viper,Omen,vlr
660375_2,NRG,Sova,Phoenix,Neon,Omen,Cypher,vlr
660376_0,LOUD,Astra,Sova,Jett,KAY/O,Harbor,vlr
660376_2,LOUD,Omen,Neon,Skye,Raze,Viper,vlr
660377_0,NRG,Sova,Jett,Harbor,KAY/O,Viper,vlr
660377_2,NRG,Sova,Omen,Phoenix,Cypher,Neon,vlr
660378_0,100 Thieves,Raze,Neon,Brimstone,Fade,Cypher,vlr
660378_2,100 Thieves,Phoenix,Harbor,Sova,Cypher,Neon,vlr
660379_0,100 Thieves,Neon,Raze,Cypher,Fade,Brimstone,vlr
660379_2,100 Thieves,Cypher,Sova,Neon,Phoenix,Harbor,vlr
660380_0,NRG,Vyse,Viper,Omen,Neon,Fade,vlr
660380_2,NRG,Jett,KAY/O,Sova,Harbor,Viper,vlr
660380_4,NRG,Sova,Phoenix,Cypher,Omen,Neon,vlr
660380_5,NRG,Sova,Sage,Jett,Vyse,Omen,vlr
660374_0,G2,Fade,Sage,Neon,Brimstone,Chamber,vlr
660374_2,G2,Astra,Neon,Chamber,Fade,Phoenix,vlr
660374_3,G2,Phoenix,Sova,Vyse,Yoru,Astra,vlr
660374_4,G2,Neon,Phoenix,Vyse,Fade,Astra,vlr
660374_5,G2,Astra,Raze,Viper,Fade,Vyse,vlr
660380_0,NRG,Vyse,Viper,Omen,Neon,Fade,vlr
660380_2,NRG,Jett,KAY/O,Sova,Harbor,Viper,vlr
660380_4,NRG,Sova,Phoenix,Cypher,Omen,Neon,vlr
660380_5,NRG,Sova,Sage,Jett,Vyse,Omen,vlr
660379_0,100 Thieves,Neon,Raze,Cypher,Fade,Brimstone,vlr
660379_2,100 Thieves,Cypher,Sova,Neon,Phoenix,Harbor,vlr
660373_0,G2,Sova,Astra,Vyse,Phoenix,Yoru,vlr
660373_2,G2,Vyse,Astra,Fade,Neon,Phoenix,vlr
660373_3,G2,Viper,Fade,Vyse,Astra,Raze,vlr
660378_0,100 Thieves,Raze,Neon,Brimstone,Fade,Cypher,vlr
660378_2,100 Thieves,Phoenix,Harbor,Sova,Cypher,Neon,vlr
683193_2,Jackpot,Iso,Astra,Viper,Jett,Sova,vlr
683196_0,ORA Esports,Jett,Phoenix,Omen,Cypher,Sova,vlr
683196_2,ORA Esports,Raze,Viper,Vyse,Fade,Omen,vlr
683197_2,Chicken Tikka Masala,Iso,Sova,Harbor,Viper,Jett,vlr
683198_0,Georgia Power,Sova,Chamber,Omen,Phoenix,Jett,vlr
683198_2,Georgia Power,Raze,Omen,Phoenix,Chamber,Fade,vlr
683199_0,NXG,Phoenix,Omen,Sova,Jett,Cypher,vlr
683199_2,NXG,Phoenix,Cypher,Astra,Jett,Sova,vlr
683200_0,HOOAH,Vyse,Clove,Neon,Omen,Fade,vlr
683200_2,HOOAH,Clove,Viper,Jett,Iso,Sova,vlr
683201_0,Jackpot,Iso,Astra,Jett,Sova,Viper,vlr
683203_0,octonauts,Jett,Sova,Clove,Cypher,Phoenix,vlr
683203_2,octonauts,Clove,Phoenix,Sova,Jett,Cypher,vlr
683204_0,Blue Otter,Jett,Sova,Chamber,Phoenix,Omen,vlr
683204_2,Blue Otter,KAY/O,Chamber,Raze,Omen,Fade,vlr
683204_3,Blue Otter,Jett,Fade,Clove,Astra,Vyse,vlr
683205_2,Chicken Tikka Masala,Omen,Sova,Cypher,Neon,Phoenix,vlr
683206_0,Team Digital,Viper,KAY/O,Sova,Jett,Harbor,vlr
683206_2,Team Digital,Omen,Viper,Fade,Raze,Chamber,vlr
683207_0,Tempers,Sova,Omen,Neon,Cypher,Jett,vlr
683207_2,Tempers,Jett,Chamber,Astra,Phoenix,Fade,vlr
683207_3,Tempers,Killjoy,Phoenix,Sova,Omen,Jett,vlr
683208_0,Nightblood Gaming,Skye,Neon,Omen,Raze,Viper,vlr
683208_2,Nightblood Gaming,Jett,Omen,Cypher,Sova,Phoenix,vlr
683208_3,Nightblood Gaming,Omen,Cypher,Sova,Phoenix,Neon,vlr
683209_0,3 kids 2 dads,Phoenix,Cypher,Sova,Omen,Jett,vlr
683210_0,Blue Otter,Sova,Clove,Jett,Killjoy,Omen,vlr
683210_2,Blue Otter,Omen,Clove,Jett,Sova,Cypher,vlr
683210_3,Blue Otter,Phoenix,Clove,Raze,Omen,Skye,vlr
683211_0,Alliance Guardians,Omen,Jett,Cypher,KAY/O,Fade,vlr
683211_2,Alliance Guardians,Omen,Raze,Deadlock,Viper,Fade,vlr
683213_0,Nightblood Gaming,Omen,Neon,Sova,Phoenix,Cypher,vlr
683213_2,Nightblood Gaming,Jett,Phoenix,Viper,Harbor,Sova,vlr
683213_3,Nightblood Gaming,Jett,Cypher,Omen,Sova,Phoenix,vlr
683214_0,Blue Otter,Sova,Killjoy,Clove,Jett,Omen,vlr
683214_2,Blue Otter,Raze,Fade,Omen,Chamber,Clove,vlr
683214_3,Blue Otter,Jett,Fade,Vyse,Astra,Clove,vlr
683215_0,Nightblood Gaming,Viper,Raze,Vyse,Omen,Fade,vlr
683215_2,Nightblood Gaming,Jett,Viper,Harbor,Phoenix,Sova,vlr
683215_3,Nightblood Gaming,Neon,Phoenix,Sova,Omen,Cypher,vlr
683216_0,Nightblood Gaming,Neon,Sova,Omen,Phoenix,Cypher,vlr
683216_2,Nightblood Gaming,Jett,Viper,Harbor,Sova,Phoenix,vlr
683216_3,Nightblood Gaming,Neon,Viper,Raze,Skye,Omen,vlr
683216_0,Nightblood Gaming,Neon,Sova,Omen,Phoenix,Cypher,vlr
683216_2,Nightblood Gaming,Jett,Viper,Harbor,Sova,Phoenix,vlr
683216_3,Nightblood Gaming,Neon,Viper,Raze,Skye,Omen,vlr
683214_0,Blue Otter,Sova,Killjoy,Clove,Jett,Omen,vlr
683214_2,Blue Otter,Raze,Fade,Omen,Chamber,Clove,vlr
683214_3,Blue Otter,Jett,Fade,Vyse,Astra,Clove,vlr
683215_0,Nightblood Gaming,Viper,Raze,Vyse,Omen,Fade,vlr
683215_2,Nightblood Gaming,Jett,Viper,Harbor,Phoenix,Sova,vlr
683215_3,Nightblood Gaming,Neon,Phoenix,Sova,Omen,Cypher,vlr
683209_0,3 kids 2 dads,Phoenix,Cypher,Sova,Omen,Jett,vlr
683210_0,Blue Otter,Sova,Clove,Jett,Killjoy,Omen,vlr
683210_2,Blue Otter,Omen,Clove,Jett,Sova,Cypher,vlr
683210_3,Blue Otter,Phoenix,Clove,Raze,Omen,Skye,vlr
683591_0,InControl GC,Raze,Vyse,Omen,Fade,Iso,vlr
683593_0,Ophelia E-Sports Chimera,Phoenix,Killjoy,Jett,Astra,Fade,vlr
683594_0,Sharkys Shivers,Reyna,Jett,Chamber,Harbor,Sova,vlr
683594_2,Sharkys Shivers,Reyna,Deadlock,Sova,Omen,Jett,vlr
683594_3,Sharkys Shivers,Phoenix,Raze,Cypher,Omen,Fade,vlr
683595_0,SAPHHIC KITTIES UNITE,Raze,Vyse,Fade,Iso,Omen,vlr
683596_0,InControl Blossom,Omen,Jett,Sova,Skye,Killjoy,vlr
683596_2,InControl Blossom,Omen,Fade,Neon,Reyna,Vyse,vlr
683598_0,Highcard GC,Sova,Phoenix,Jett,Omen,Cypher,vlr
683598_2,Highcard GC,Phoenix,Vyse,Raze,Omen,Fade,vlr
683599_0,Students of the Game,Sova,Jett,Cypher,Phoenix,Omen,vlr
683599_2,Students of the Game,Viper,Fade,Omen,Jett,Vyse,vlr
683600_0,BLUESTAR,Phoenix,Jett,Sova,Cypher,Omen,vlr
683600_2,BLUESTAR,Fade,Astra,Vyse,Jett,Phoenix,vlr
683601_0,Xtreme Scrims,Jett,Omen,Raze,Vyse,Fade,vlr
683601_2,Xtreme Scrims,Jett,Killjoy,Omen,Sova,Phoenix,vlr
683602_0,box combo,Neon,Chamber,Raze,Fade,Omen,vlr
683602_2,box combo,Cypher,Neon,Jett,Sova,Omen,vlr
683602_3,box combo,Neon,Sova,Cypher,Jett,Omen,vlr
683603_0,BLUESTAR,Jett,Phoenix,Cypher,Sova,Omen,vlr
683603_2,BLUESTAR,Iso,Fade,Omen,Raze,Vyse,vlr
683604_0,Dynamo GC,Viper,Sova,Omen,Neon,Killjoy,vlr
683604_2,Dynamo GC,Vyse,Neon,Fade,Omen,Viper,vlr
683604_3,Dynamo GC,Sova,Neon,Omen,Phoenix,Killjoy,vlr
683605_0,tiny fluffy kittens,Omen,Reyna,Skye,Deadlock,Neon,vlr
683605_3,tiny fluffy kittens,Sova,Jett,Cypher,Clove,Phoenix,vlr
683605_0,tiny fluffy kittens,Omen,Reyna,Skye,Deadlock,Neon,vlr
683605_3,tiny fluffy kittens,Sova,Jett,Cypher,Clove,Phoenix,vlr
683603_0,BLUESTAR,Jett,Phoenix,Cypher,Sova,Omen,vlr
683603_2,BLUESTAR,Iso,Fade,Omen,Raze,Vyse,vlr
683604_0,Dynamo GC,Viper,Sova,Omen,Neon,Killjoy,vlr
683604_2,Dynamo GC,Vyse,Neon,Fade,Omen,Viper,vlr
683604_3,Dynamo GC,Sova,Neon,Omen,Phoenix,Killjoy,vlr
683599_0,Students of the Game,Sova,Jett,Cypher,Phoenix,Omen,vlr
683599_2,Students of the Game,Viper,Fade,Omen,Jett,Vyse,vlr
683600_0,BLUESTAR,Phoenix,Jett,Sova,Cypher,Omen,vlr
683600_2,BLUESTAR,Fade,Astra,Vyse,Jett,Phoenix,vlr
680953_0,Twisted Minds Orchid,Chamber,Viper,Sova,Harbor,Jett,vlr
680953_2,Twisted Minds Orchid,Fade,Viper,Vyse,Omen,Raze,vlr
680954_0,Barça eSports GC,Vyse,Fade,Viper,Omen,Raze,vlr
680954_2,Barça eSports GC,Sova,Killjoy,Neon,Omen,Viper,vlr
680955_0,GIANTX GC,Raze,Omen,Viper,Skye,Neon,vlr
680955_2,GIANTX GC,Sova,Killjoy,Omen,Neon,Viper,vlr
680955_3,GIANTX GC,Jett,Cypher,Omen,Sova,KAY/O,vlr
680956_0,G2,Jett,Sova,Vyse,Omen,KAY/O,vlr
680956_2,G2,Fade,Viper,Omen,Neon,Vyse,vlr
680957_0,G2,KAY/O,Viper,Jett,Harbor,Sova,vlr
680958_2,SK Nebula,Astra,Sova,Phoenix,Killjoy,Neon,vlr
680958_3,SK Nebula,Omen,Chamber,Fade,Viper,Raze,vlr
680959_0,SK Nebula,Astra,Neon,Sova,Killjoy,Phoenix,vlr
680959_2,SK Nebula,Cypher,Sova,Omen,Phoenix,Neon,vlr
680959_3,SK Nebula,Jett,Astra,Neon,Sova,Viper,vlr
680960_0,SK Nebula,Fade,Astra,Neon,Viper,Skye,vlr
